,nome,cpf,data_nascimento
6194,Alessandro Damm,31177894706,3/2/1968
6195,Acacia Alecya,72746041437,11/9/1980
6196,Ayrton  Clarimoundo,61804233833,9/8/1995
6197,Janey Dalm,06175934479,15/10/1942
6198,Aira  Chremerv ,70412998711,30/1/1961
6199,Aluisio Fonseca,95493552021,14/12/1948
6200,Anat Dalober,36059854576,18/2/1964
6201,Eivaldo Dalbias,01777426918,19/1/1994
6202,Aida Dalateia,83172201353,1/10/1936
6203,Olavo Christof,01479483478,28/5/1953
6204,Carmela Cipriano,99068584857,15/10/1901
6205,Ivo Cidade,84025258705,29/1/1919
6206,Eder Dalm,15548738661,21/8/1913
6207,Amon Cleber,90318779847,25/7/1993
6208,Alba Chaulette,94746068797,17/5/1985
6209,Bela Dambacher,62821937014,2/2/1949
6210,Celso Christmann,30295814518,20/10/1951
6211,Candida Chiarello,42069429708,13/2/1938
6212,Jaimerina Dalateia,22093098385,28/7/1992
6213,Alecya Bartira,87263285949,15/9/1967
6214,Adeilce  Christmann,79711945067,20/9/1986
6215,Jaimerina Claussen,32280746741,29/1/1920
6216,Alberto Chica,55408922432,20/8/1904
6217,Alencar Daiber,45414720447,17/5/2002
6218,Baldoc Dalbias,79211313633,23/4/1915
6219,Ayram Chyssus,15059421103,24/8/1927
6220,Adeilce  Fonseca,69678310979,13/12/2006
6221,Albertina Dainer,21375191936,13/4/1918
6222,Ivo Campos,59976741584,22/6/1951
6223,Andrew Christian ,12184744392,22/8/2004
6224,Jaimerina Ciola,66758275702,22/9/1913
6225,Amancio Chaves,21739834119,26/1/1977
6226,Adriana  Damasceno,22934846517,20/12/1999
6227,Osmar Damaceno,39707410345,18/6/1927
6228,Isaias Fernandes,32075342406,4/9/1960
6229,Alfeu Lima ,28828859784,7/5/1978
6230,Amadeu Chaulette,83163126222,3/5/2010
6231,Osmar Daiger,33009209094,16/7/1908
6232,Odilon Christmann,26756544590,19/2/2009
6233,Batista Alberico,44035500011,13/10/1952
6234,Orides Dambacher,48272705232,19/4/1964
6235,Eduardo Dainer,43584233219,21/7/1907
6236,Janey Gomes,29567955966,10/8/2001
6237,Benito Christmann,21913512060,21/12/1907
6238,Aluisio Alecya,41070262828,30/7/1924
6239,Jasmim Cidade,55236962057,22/11/1980
6240,Amancio Dalpias,71313198980,8/9/1967
6241,Badia Cidade,59005840089,19/12/2003
6242,Odorico Dambach,41247150408,2/11/1911
6243,Beatriz Ribeiro,34545493256,4/6/1965
6244,Jacqueline de Campos,89085108687,26/3/1919
6245,Benjamin Basilio,19368650836,19/5/1959
6246,Candida Alba,07903102823,3/11/1942
6247,Albertina Claser,39902313534,6/5/1907
6248,Janaina Dalateia,31398974690,11/2/1979
6249,Olegario Christ,62821456443,3/3/2010
6250,Osias Claussen,43732241178,5/4/1965
6251,Ayram Damchen,68966687976,4/4/1900
6252,Amauri Basilio,44015180173,23/1/1922
6253,Alceu Damian,84451808704,25/12/1929
6254,Aluisio Damian,91141294136,25/5/1971
6255,Odilson Dalfert,67666978926,7/2/1969
6256,Evelyne Rangel,68100630640,17/3/1918
6257,Berenice Dambacher,61630537859,11/3/2015
6258,Almir Damiz,59931916467,4/1/1959
6259,Odir Damara,42557663365,5/7/1934
6260,Adriana  Dalpias,78397869289,5/4/1999
6261,Barbara Chestian,53919041655,28/5/2007
6262,Carlito Fonseca,72613554741,2/7/1992
6263,Janey Leme,78366439385,22/12/1928
6264,Chris Dalateia,49865963390,31/1/2006
6265,Elton Ferreira,67951668790,27/9/2014
6266,Iuri Dalfert,87502917361,17/8/1945
6267,Alfeu Daiger,21499294154,21/3/2010
6268,Amilcar Daladeia,46707775528,7/1/1986
6269,Eder Damazio,30023956461,17/2/1949
6270,Carla Dalpias,87332578680,11/3/1963
6271,Aluisio Damer,95487541271,23/12/1973
6272,Janaina Freitas,20988892147,17/1/2002
6273,Alcir Damazio,35182630908,22/5/1929
6274,Bartira Lopes,36595554181,13/9/1934
6275,Ivich Dalpias,91589918975,13/11/1979
6276,Celia Damann,22950115953,31/8/1938
6277,Blanca Dahse,08179810803,7/6/1920
6278,Cassiane Dalateia,57205839351,8/1/1903
6279,Alanis Rangel,07629793549,27/6/1945
6280,Odir Campos,85159586373,27/4/1979
6281,Beverly Machado,18176256505,25/8/1931
6282,Oduvaldo Dalfert,80978620110,21/6/1945
6283,Charles Dalfert,34547679698,9/8/1918
6284,Irineu Clar,61146757077,13/11/1926
6285,Eliseu Ciola,13202019928,6/3/2013
6286,Alexsander Frazao,83681911484,25/1/1966
6287,Aisla Gomes,46988290804,6/5/1918
6288,Edson Aldete,62539369910,12/11/1933
6289,Eivaldo Claser,37608116615,11/2/2015
6290,Altamir Bartira,63674811975,8/10/1954
6291,Camila Dalpias,91085430948,28/6/2001
6292,Odilon Claus,28403573193,3/2/1971
6293,Alessandra Chaves,23423558653,28/10/1933
6294,Jandineia Campos,62564021329,11/11/1985
6295,Alberto Damchen,16106765374,21/10/1955
6296,Carmela Alcione,41778097365,20/10/2012
6297,Altamir Damert,88890618765,29/10/1906
6298,Anat Claser,01017194223,2/6/2006
6299,Inacio Damazio,09752881615,10/3/2005
6300,Carmem Dambach,35392847912,6/1/1928
6301,Alcir Dalms,30267432303,9/1/1911
6302,Eder Damara,44036504069,8/11/1936
6303,Alexsander Clairton,82305019109,8/6/1907
6304,Celeste Clairton,09521074133,12/9/1942
6305,Alanis Christof,08584574191,19/1/1989
6306,Amin Damscher,29911877397,5/3/1966
6307,Alcione Alcione,89262777122,16/9/1930
6308,Ivich Clarimoundo,76872271087,14/1/1990
6309,Altamir Gomes,78844621471,6/9/1992
6310,Olivier Chenicin,12821153774,13/11/2016
6311,Aime  Freitas,02285925875,22/1/1971
6312,Cesar Dalbias,27304351646,30/9/1911
6313,Ayram Christov,47429978000,5/4/1995
6314,Amon Christensen,47471420234,25/6/1957
6315,Cassia Cironi,68643136979,26/4/1970
6316,Isaias Clausen,75096516095,13/6/1915
6317,Batista Alba,05659029494,18/4/1997
6318,Carmelo Alberico,62156446705,29/9/1988
6319,Ediraldo Chaulette,96169902657,25/4/1932
6320,Agnes Lima ,36304602195,12/9/1913
6321,Bela Lopes,39462635436,28/7/1921
6322,Evelyne Rangel,62296801136,28/7/1965
6323,Edmilson Alberico,76993284042,24/8/1949
6324,Jaqueline Leme,21112779210,22/3/1943
6325,Carol Damann,53884121757,31/1/1926
6326,Amancio Damscher,36709466061,27/9/1901
6327,Ed Dalpias,89923332136,8/11/1965
6328,Jandineia Damiz,77011544170,1/4/1907
6329,Amadeu Batista,86105594298,28/10/1921
6330,Berta Damaceno,29284059815,3/8/1989
6331,Ivan Campos,29347990998,7/6/1964
6332,Aisla Campos,78922327534,19/3/1919
6333,Alberico Dalober,81235880071,10/3/1947
6334,Andre Dalober,45358592923,15/7/1964
6335,Aida Damert,73311326199,29/8/1997
6336,Osmar Dambacher,93725078475,17/9/1961
6337,Andrew Claussen,40637236599,15/4/1984
6338,Camila de Melo,73733223312,26/4/1991
6339,Celia Dalm,25293577199,11/10/2007
6340,Carmela Gomes,72788234341,28/5/1986
6341,Baldoc Damazio,40057347188,2/3/1979
6342,Celia Dalateia,32947407918,8/2/1969
6343,Aime  Badia,33954030920,3/9/1935
6344,Ediraldo Bartira,68744320380,11/1/2002
6345,Edvaldo Basilio,62268139679,21/4/1992
6346,Olegario Dambach,27746673260,31/1/1986
6347,Bianca Alberto,98257789705,26/11/1932
6348,Blanca Campos,70465455103,19/5/1916
6349,Amir Damann,98407592978,13/11/1978
6350,Alvaro Frazao,78432675234,9/4/1954
6351,Brisa Christmann,60485856420,21/4/1977
6352,Alaide Dalpias,38822048818,20/9/1940
6353,Betina Ferreira,62513219082,20/9/1947
6354,Agnes Basilio,21981466927,22/11/1989
6355,Alessandra Gonçalves,17918349923,5/4/1968
6356,Iuri Rangel,11700531754,15/9/2008
6357,Odherban Christoph,42410767668,28/6/1965
6358,Betânia Christensen,06183752598,1/3/1965
6359,Alaide Dalpias,99927672605,10/5/1913
6360,Cecília de Melo,94932230216,24/10/2016
6361,Carla Clarimoundo,79262468984,30/3/1941
6362,Chris Alceu,89071335352,12/4/1910
6363,Eliseu Chyssus,65738884903,22/3/1987
6364,Ivan Basilio,78644609186,9/7/1906
6365,Carmem Claus,82778175090,12/8/1925
6366,Alexsander Damert,30427555276,4/4/1921
6367,Batista Daiber,54455894268,7/4/1967
6368,Eliezer Dams,11585575821,14/11/1981
6369,Bernadete Chestian,70102411494,22/12/1903
6370,Alex Damer,56713421076,10/7/1947
6371,Alba Chaulette,13642057497,20/10/1936
6372,Albertina Damazio,85706251427,22/4/1957
6373,Adriana  Dalpias,24124990348,26/5/1967
6374,Olivier Damchen,33103908699,15/6/1925
6375,Benicio Damert,92757709304,1/3/1924
6376,Orfeu Damaceno,75540962088,20/2/1970
6377,Alfredo Cironi,79554442036,19/1/1989
6378,Ednei Damert,71570698123,16/1/1992
6379,Carmelo Fonseca,75056158027,19/3/1929
6380,Altamir Dalpias,90732534425,9/3/1943
6381,Carlito Ciola,13626953046,1/4/1979
6382,Bianca Dainer,31839354357,20/1/1958
6383,Anat Clausen,12146763515,30/12/1952
6384,Ivan Damert,37355440065,26/11/1977
6385,Berta Dalms,84243636036,12/3/1963
6386,Brigite Alecya,83889067345,22/11/1964
6387,Alex Gomes,73572763835,4/9/1971
6388,Barbara Frazao,23218814992,9/8/1909
6389,Belinda Alceu,72347922872,7/8/2003
6390,Odécio Freitas,28245635979,27/5/1968
6391,Carlito Christ,34686382114,3/5/1905
6392,Abigail Alessandra,62463552551,23/6/1914
6393,Baldoc Chaves,94629688938,25/2/1958
6394,Osias Chiarello,69716457722,3/7/1995
6395,Brigite Gomes,33368687589,5/11/1999
6396,Odilson Dammann,11472846730,8/8/1992
6397,Carla Daladeia,51244236989,28/11/1943
6398,Osmar Gomes,43840284057,16/5/1901
6399,Almir Dambacher,00508568966,22/5/1985
6400,Amilcar Chaulette,60184557642,25/11/2001
6401,Bianca Chaves,08791364634,10/3/1936
6402,Amon Chenicin,02490130882,12/1/1984
6403,Alvaro Chaves,64841655610,22/8/1923
6404,Bela Dahmer,10550742831,3/9/1959
6405,Edvaldo Cironi,93960094878,1/3/1941
6406,Ivan Dalms,30456515607,12/2/2012
6407,Alba Gonçalves,37538301273,15/6/1927
6408,Alberico Dahmer,82010147142,7/2/1975
6409,Onofre Dalbias,10649088880,12/3/1948
6410,Acacia Gouvea,11299848027,21/3/2002
6411,Bianca Freitas,58482301580,5/5/1907
6412,Jaimerina Dainer,09273513963,13/6/1919
6413,Cassia Dalateia,32099893777,16/8/1999
6414,Belinda Dams,01785959325,10/6/1998
6415,Eliseu Damazio,48825156268,1/6/1958
6416,Amancio Clausen,09256365299,1/2/2012
6417,Brisa Dalateia,82846581960,31/12/1937
6418,Odherban de Melo,45995664029,27/11/2014
6419,Orides Damscher,34669435493,31/1/1926
6420,Alexsander de Campos,11452714682,31/1/1905
6421,Bruna Fernandes,25350647078,15/9/1979
6422,Alcina Chiel ,60257899581,2/10/1961
6423,Amon Dalateia,03987816624,28/6/1921
6424,Orides Dahse,32115048496,7/2/2010
6425,Alex Dammann,93585547970,7/8/1908
6426,Amadeu Gomes,96196044666,14/4/1966
6427,Adriana  de Melo,07499763972,7/10/1988
6428,Carolina Alessandra,56159751402,25/4/1983
6429,Ilton Ciola,02408687595,21/4/1912
6430,Carlito Claser,61385061346,29/1/1931
6431,Ayrton  Dalateia,79267306674,16/10/1903
6432,Aime  Gomes,15375866014,13/6/1909
6433,Alfredo Christ,33195824872,8/3/1966
6434,Camila Dahse,39914503364,30/8/1932
6435,Celeste Damaceno,49147393508,21/9/2009
6436,Bianca Clausen,38110346254,24/11/1904
6437,Blanca Leme,10759880130,8/6/1938
6438,Alaide Frazao,93679049389,17/2/1954
6439,Jasmim Chiel ,05698294099,29/12/1982
6440,Betina Damazio,22169236079,10/1/1927
6441,Oduvaldo Dalms,92078361947,3/7/1908
6442,Elton Christian ,16663295275,29/11/1948
6443,Janaina Severino,05242593407,28/11/1932
6444,Adeilce  Lima ,55958202966,11/8/1971
6445,Israel Frazao,75467130255,17/9/2003
6446,Adeilce  Dambacher,20712818517,6/2/1902
6447,Adelia  Ferreira,78312021794,23/9/1990
6448,Alceu Chestian,98056385619,6/8/1939
6449,Alaide Damer,14468970466,20/7/1966
6450,Jaqueline Alberico,55597268062,7/3/2000
6451,Alberico Cleber,43385573613,23/3/1987
6452,Inacio Freitas,96128895268,19/12/1925
6453,Bernadete Chiarello,96361070470,30/1/1957
6454,Alba Basilio,72055194662,12/7/1966
6455,Eloy Correa,76345314291,18/8/1984
6456,Alceu Dalfert,16393794913,10/8/1938
6457,Aldete Damer,73017646479,16/6/1953
6458,Cecília Damasceno,27328901200,23/7/1982
6459,Altamir Gouvea,59065598139,9/3/1972
6460,Abda Damaceno,14353595095,27/11/1984
6461,Celeste Clairton,49608317673,11/5/1944
6462,Amon Clarimoundo,12124675320,1/5/1943
6463,Celso Daiber,03152597556,29/11/1954
6464,Odilon Christoph,71088549291,13/9/1994
6465,Acacia Claus,06321628612,3/5/2014
6466,Amilcar Christensen,00476230023,1/9/1941
6467,Orlando Claussen,54859041656,24/12/2002
6468,Carole Clairton,42691660984,17/7/1974
6469,Elias Dalfert,13147174054,2/6/1944
6470,Brenda Chiel ,79523661647,21/8/1963
6471,Orlando Damaceno,52127169687,25/3/1971
6472,Evelyne Aldete,83523806117,1/2/1988
6473,Amilcar Fonseca,68717167022,1/4/1910
6474,Alessandra Alberto,70878236119,19/2/1961
6475,Alencar Damann,05672194468,18/8/1909
6476,Osmar Dahse,92726302221,3/12/1998
6477,Cecília Clairton,33243680809,23/2/1904
6478,Olegario Dammann,33062008344,1/8/1926
6479,Amadeu Clar,61011251275,26/6/1940
6480,Bartira Cleber,75658733894,9/8/1996
6481,Aidee  Dahmer,17548065785,20/8/1911
6482,Odécio Christensen,23008544754,15/3/2011
6483,Cecília Alceu,13785529231,24/6/1977
6484,Orfeu Christian ,51583735517,16/6/1953
6485,Cecil Alba,91245964133,12/1/1998
6486,Igor Dahse,36332370755,13/1/1960
6487,Americo Gomes,90741570853,14/1/2007
6488,Beverly Cimbern,49718113792,25/10/1958
6489,Alberto Batista,10377564401,24/10/1971
6490,Alencar Christina,30374478947,30/8/2006
6491,Cassia Alba,00162971673,14/12/1959
6492,Bela Cleber,85768779345,15/7/1942
6493,Edilson Gonçalves,49192893190,26/2/1985
6494,Barbara Alessandra,92474762184,6/4/1959
6495,Andrew Gonçalves,30533971675,30/3/1969
6496,Jade Damm,67867487946,6/3/1959
6497,Onofre Damert,30430763698,14/6/1990
6498,Aira  Aldete,55808271589,1/5/1961
6499,Edson Clairton,24121028451,8/7/1959
6500,Aisla Ciqueira,98969271798,11/5/1962
6501,Acacia Bartira,63280413566,12/9/2010
6502,Alanis Chremerv ,29102427721,12/7/1938
6503,Beatriz Dalm,05189581421,17/8/1943
6504,Brigida Damchen,61994077355,25/12/1930
6505,Acacia Fernandes,99823300059,8/1/1991
6506,Janaina Dalateia,32144124922,6/8/1956
6507,Basilio Alessandra,28604183739,2/8/1925
6508,Alcione Cleber,52660682293,4/10/1919
6509,Alana Christian ,98045257211,23/1/1970
6510,Amauri Christian ,74445480082,28/7/1917
6511,Jade Freitas,70030661299,6/3/1903
6512,Adalgisa Gomes,28863816948,12/12/1925
6513,Charles Ferreira,31362254597,21/8/1960
6514,Cassio Christof,20502268518,16/1/1952
6515,Alvaro Alceu,95916756599,21/10/2009
6516,Brigida Gomes,68549338284,7/10/1944
6517,Alcina Dalpias,61537833768,12/6/2002
6518,Beverly de Campos,57315625572,13/12/1991
6519,Amauri Chremerv ,14691822563,27/7/1968
6520,Ediraldo Gouvea,95736057938,7/8/1954
6521,Iuri Alberico,78474224834,11/1/1936
6522,Alfeu Christoph,68962522927,17/1/1935
6523,Jasmim Severino,10647992912,30/8/1930
6524,Brisa Damert,90004239848,4/6/1969
6525,Evelyne Chaves,69284991415,4/4/1995
6526,Celia Alecya,16611429955,8/10/1988
6527,Carolina Claussen,76544087346,27/5/1981
6528,Baldoc Bartira,83172803541,15/8/1995
6529,Igor Clausen,15336881126,2/5/1976
6530,Elias Bartira,26533210215,19/9/1998
6531,Oscar Christensen,27837263953,27/2/1927
6532,Isaias Chyssus,07418282788,3/4/1999
6533,Odorico Dahmer,93027029405,19/6/1981
6534,Anat Claser,99300895663,14/8/1949
6535,Adeilce  Dams,61208779161,7/6/2002
6536,Aira  Alessandra,79003789840,19/1/1952
6537,Alberico Basilio,59903909339,27/8/1972
6538,Alcione Dahmer,82063415149,2/6/1989
6539,Odilon Dalateia,42444912838,2/1/1932
6540,Cesar Rangel,90166869852,26/2/1947
6541,Eliezer Christoph,09246075622,28/8/1951
6542,Carolina Leme,75955721129,21/5/1902
6543,Irineu Severino,84176904148,25/9/2010
6544,Benicio Claus,36323910936,14/4/1966
6545,Oduvaldo Correa,48065870579,13/4/1976
6546,Cassio Alecya,96720068291,6/11/1983
6547,Beth Lima ,65354139210,25/7/1987
6548,Baldoc Alberto,39348922062,5/2/1917
6549,Casimiro Damian,00703837677,10/8/1981
6550,Eduardo Christov,11844477410,29/6/2010
6551,Adalgisa Chiarello,20145188845,27/9/1907
6552,Alaide Clairton,76090990000,26/5/2012
6553,Adelaide Lopes,28966345772,27/9/1998
6554,Olavo Chestian,39198490629,16/9/1974
6555,Brigite Lima ,30294432456,30/10/2003
6556,Eloy Christ,87570721622,19/12/1966
6557,Ediraldo Rangel,13195488687,7/2/1940
6558,Isaac Chica,83718758515,31/3/1953
6559,Adelia  Chenicin,35038543036,21/2/1961
6560,Omar Alceu,11925736215,22/9/2001
6561,Janey Badia,26443343493,13/10/1948
6562,Ednei Alcione,62022564420,16/3/2014
6563,Charles Damer,99485710060,28/2/1902
6564,Aimee Alberto,33964902425,10/5/1959
6565,Aira  Badia,23541681450,9/4/1970
6566,Amancio Severino,20430593752,16/6/2011
6567,Alex Christensen,86446597442,9/8/1945
6568,Eloy Damer,23134766015,12/7/2000
6569,Inacio Daiger,77435526674,23/1/2003
6570,Benito Chestian,68159054236,31/8/1915
6571,Alfredo Clairton,19664539078,2/1/1993
6572,Aldo Chyssus,81445632904,10/12/2010
6573,Jaqueline Dammann,25835517975,21/8/1920
6574,Ivo Basilio,36886801473,17/10/1966
6575,Badia Damian,82539100316,10/3/1914
6576,Jacilei Campos,01524359015,12/12/2010
6577,Amir Dambach,23412249764,27/12/1922
6578,Eloy Dalpias,77381192760,17/2/1980
6579,Charles Leme,94101806571,28/2/1944
6580,Odorico Chenicin,59869011939,4/9/1968
6581,Benito Dalbias,46154639322,15/4/1915
6582,Osmar Gonçalves,91361026571,30/1/1928
6583,Blanca Dalms,80644969099,14/7/2002
6584,Jade Christoph,40841009776,17/1/2009
6585,Jandineia Leme,78596908309,1/3/2001
6586,Amin Damian,34562873384,23/5/1992
6587,Elton Daladeia,15620506820,12/5/1991
6588,Adalgisa Chenicin,56513949946,6/12/1921
6589,Eliezer Damian,91524345035,26/10/1985
6590,Cassandra Chyssus,21550210885,15/2/1929
6591,Cassandra Christensen,49691177606,28/8/1929
6592,Ed Bartira,71436832606,20/9/1925
6593,Bela Dalbias,81317369464,26/10/1994
6594,Orfeu Claussen,33329757391,11/1/1917
6595,Aluisio Chyssus,92587772775,29/7/1987
6596,Carol Claussen,36517202294,17/1/2004
6597,Celeste Basilio,46756772652,4/5/1939
6598,Olivier Claser,49124315345,8/9/1954
6599,Amin Damscher,97707721027,26/2/1999
6600,Celso Gomes,29868807782,25/8/1960
6601,Brisa Severino,72289729982,4/4/1977
6602,Caue Dalms,51682480168,21/10/2000
6603,Eduardo Alessandra,37205406247,6/6/1979
6604,Casimiro Cleber,34605746314,17/1/1916
6605,Adelaide Ciqueira,63747876862,20/12/1981
6606,Abda Chyssus,04964642500,27/9/2011
6607,Carolina Chestian,50726266060,10/12/2011
6608,Osias Christina,26517058602,3/6/1953
6609,Odilson Ribeiro,36109032521,11/1/1932
6610,Odherban Christof,87950776875,4/3/1974
6611,Carmelo Dalfert,00874840447,19/10/1960
6612,Osias Rangel,98941421480,28/1/1966
6613,Celene Christov,21716239134,9/9/1920
6614,Alanis Chenicin,86537623879,15/5/1975
6615,Andrew Cidade,35459212847,30/4/1942
6616,Ilario Ciqueira,90496619241,25/9/1948
6617,Ilton Severino,97297290064,21/7/1976
6618,Beatriz Dahmer,76122550203,14/11/1970
6619,Blanca Ciqueira,77727612768,16/7/1926
6620,Cassandra Dalfert,01661935138,6/12/2008
6621,Candida Christoph,18607204112,2/10/1933
6622,Cassia Dainer,43752447571,14/3/1922
6623,Cassia Cidade,18747892319,15/3/1910
6624,Benito Daladeia,98214053154,26/9/1904
6625,Odécio Alberto,02679128064,10/4/1999
6626,Alaide Dams,47862728242,17/2/1944
6627,Carolina de Melo,29121001488,3/6/1981
6628,Odécio Damiz,62415066171,6/2/1927
6629,Ayram Christoph,81438913036,12/5/1945
6630,Célio Leme,66452598916,19/10/1943
6631,Jacqueline Chiel ,47734354245,2/7/1979
6632,Ayrton  Chenicin,48812588533,16/3/1992
6633,Eder Chiel ,81865512290,14/7/1941
6634,Jasmim Alcione,40096479144,10/9/1904
6635,Carol Dammann,16496288265,11/11/1912
6636,Benito Claussen,77031245945,9/10/1941
6637,Cecil Severino,53648366035,24/6/1931
6638,Onofre Basilio,09650256600,20/8/1922
6639,Janaina Damiz,82728734043,21/2/1980
6640,Ivo de Melo,58137018844,31/5/1906
6641,Edmilson Dalm,09264797033,22/9/1910
6642,Amir Cleber,35172183197,7/8/1994
6643,Arnaldinho de Campos,81410832500,6/7/1905
6644,Eder Claussen,91366077821,31/12/1913
6645,Olegario Cidade,55667559431,20/8/1980
6646,Orides Alberico,74754477135,23/9/1947
6647,Bartira Gomes,01355914630,5/11/1976
6648,Isaac Alberto,52102720213,24/2/1912
6649,Alessandro Correa,54160989140,9/1/1995
6650,Brigite Dalateia,73721259756,17/7/1953
6651,Ilario Cironi,88687415591,28/6/1960
6652,Cecil Clausen,99764129398,17/4/1908
6653,Anat Lima ,98952598253,18/4/1913
6654,Americo Dambach,01566464522,10/3/1931
6655,Osmar Clar,44809157323,20/8/1921
6656,Candida Cidade,60487514443,14/3/1947
6657,Odorico Chremerv ,55070521913,5/11/1999
6658,Alecya Dainer,00635722362,28/5/2006
6659,Odécio Cidade,38783228343,9/1/1957
6660,Celene Correa,08056124409,22/6/1964
6661,Odherban Damasceno,00641097757,1/6/1940
6662,Jaimerina Clausen,91884828289,9/7/1976
6663,Ednei Ferreira,21195581015,26/3/2011
6664,Abigail Dainer,84536546632,8/12/2011
6665,Cassandra Damasceno,32443869815,18/5/1903
6666,Ayrton  Badia,49262635563,13/2/2013
6667,Odorico Machado,83203027480,13/7/1904
6668,Alcir Chica,97419012306,1/6/1975
6669,Abda Batista,23848711486,26/5/1946
6670,Edson Dambach,28265759106,2/1/1996
6671,Brenda Fernandes,43518114281,7/3/1983
6672,Amadeu Fonseca,73991385652,2/6/1925
6673,Osmar Damara,26306466204,15/6/1995
6674,Brenda Cleber,52281001526,28/3/1949
6675,Aira  Alceu,06634007238,19/7/1951
6676,Carlos Alecya,91964501165,14/6/1989
6677,Cecil Christensen,32980342834,13/4/1921
6678,Alexsander Damscher,29098825070,27/8/1984
6679,Berenice Badia,24789283362,4/3/1946
6680,Benito Claus,69284770697,3/12/1935
6681,Jaqueline Alceu,86396020295,31/12/1993
6682,Jaqueline Badia,83494803523,25/5/1911
6683,Almir Gouvea,48533871675,10/2/1945
6684,Brenda Chaves,56743437829,27/6/1928
6685,Ivan Leme,02596655303,18/4/2008
6686,Alfeu Cimbern,08055960814,16/12/1983
